Nome,Matrícula,Ranking,Curso
Ana,348049,100,Letras
Marcia,950062,16,Direito
Zeca,103680,19,Computacao
Julia,678991,78,Computacao
Julia,379176,43,Engenharia
Marcos,235158,61,Direito
Zeca,177072,74,Direito
Lucia,300746,29,Fisica
Ana,483403,24,Administracao
Julia,229226,47,Letras
Celia,725084,70,Medicina
Amanda,142316,34,Engenharia
Celia,641553,90,Direito
Jose,287516,82,Quimica
Zeca,521750,35,Computacao
Flora,126722,41,Medicina
Rodrigo,538082,71,Medicina
Luis,330006,57,Administracao
Joao,807244,91,Medicina
Clara,824307,85,Direito
Celia,528597,64,Medicina
Amanda,888599,17,Quimica
Amanda,839937,34,Letras
Celia,753407,90,Fisica
Marcia,856378,22,Fisica
Celia,968681,35,Matematica
Flora,690858,68,Engenharia
Jose,199712,14,Administracao
Joao,328186,74,Computacao
Luisa,781548,43,Computacao
Clara,719088,74,Fisica
Maria,130480,65,Medicina
Lara,238083,37,Medicina
Clara,853912,26,Matematica
Lucas,961623,40,Direito
Julia,435386,71,Fisica
Lucia,647425,57,Administracao
Tiago,659047,81,Administracao
Luisa,128482,12,Fisica
Celia,946694,78,Fisica
Amanda,153017,100,Letras
Pedro,462536,88,Fisica
Maria,210980,63,Matematica
Lara,244329,55,Quimica
Rodrigo,633800,46,Engenharia
Clara,450133,74,Fisica
Clara,582433,41,Odontologia
Maria,151067,37,Matematica
Tiago,675059,41,Direito
Julia,520072,34,Computacao
Lara,647846,16,Letras
Ana,853171,89,Engenharia
Lara,805322,51,Fisica
Luisa,108835,16,Letras
Maria,186006,53,Administracao
Rodrigo,514650,28,Medicina
Luis,690775,100,Direito
Clara,684928,70,Odontologia
Zeca,346164,51,Administracao
Pedro,960112,95,Letras
Zeca,159326,91,Engenharia
Lucas,586713,53,Direito
Marcos,445847,40,Letras
Ana,218065,61,Matematica
Lucia,537594,25,Computacao
Lucas,168119,94,Medicina
Pedro,577648,28,Letras
Lucas,106691,100,Engenharia
Jose,576885,47,Odontologia
Luis,278836,42,Engenharia
Flora,362344,82,Quimica
Clara,411526,29,Fisica
Rodrigo,432983,17,Matematica
Luis,547337,31,Computacao
Maria,616866,27,Engenharia
Lara,233341,77,Matematica
Flora,930400,54,Engenharia
Julia,212119,71,Matematica
Pedro,707428,87,Odontologia
Maria,603755,88,Computacao
Jose,426887,88,Computacao
Lara,599684,34,Administracao
Lucas,313854,55,Quimica
Maria,210333,50,Medicina
Jose,853528,54,Quimica
Lucas,613841,89,Engenharia
Tiago,494351,46,Administracao
Pedro,917263,95,Odontologia
Marcia,657740,27,Letras
Luis,187673,59,Direito
Luis,820211,30,Letras
Julia,425536,94,Odontologia
Marcos,177072,87,Administracao
Pedro,336444,12,Medicina
Lara,101611,21,Computacao
Pedro,276613,65,Direito
Julia,308667,48,Matematica
Ana,492359,52,Administracao
Amanda,407890,40,Letras
Luis,138780,56,Engenharia
Amanda,670528,88,Matematica
Lucia,439178,28,Medicina
Tiago,633615,47,Matematica
Pedro,203779,74,Quimica
Tiago,667075,90,Medicina
Zeca,241891,43,Engenharia
Luis,791327,77,Medicina
Marcos,113475,87,Medicina
Julia,739275,28,Quimica
Jose,609060,57,Administracao
Pedro,732281,39,Administracao
Tiago,672867,85,Letras
Tiago,981426,87,Medicina
Marcia,934282,56,Letras
Marcos,101539,37,Administracao
Zeca,120426,95,Medicina
Marcos,916027,92,Engenharia
Marcos,925184,60,Matematica
Lucia,425197,55,Administracao
Zeca,670578,37,Direito
Clara,450768,63,Computacao
Lucas,895116,62,Direito
Pedro,583283,71,Engenharia
Marcia,592472,39,Medicina
Flora,714101,50,Fisica
Pedro,281150,31,Medicina
Lara,647590,70,Administracao
Zeca,776488,63,Odontologia
Lucas,122567,63,Administracao
Rodrigo,455506,25,Computacao
Luis,486760,69,Odontologia
Jose,311185,93,Matematica
Julia,737030,29,Matematica
Zeca,172959,47,Computacao
Jose,947902,53,Quimica
Lucas,282106,47,Letras
Ana,651262,40,Letras
Luisa,275785,58,Quimica
Lucas,673540,79,Medicina
Lucia,125184,53,Quimica
Lara,353578,90,Medicina
Ana,700431,80,Odontologia
Lucia,513531,52,Computacao
Zeca,952571,80,Computacao
Amanda,640737,46,Direito
Rodrigo,821362,87,Letras
Celia,825053,22,Letras
Flora,129079,88,Direito
Zeca,725267,67,Medicina
Marcia,760434,30,Computacao
Maria,340770,59,Engenharia
Rodrigo,797439,22,Letras
Lucas,935549,70,Medicina
Lara,182275,18,Engenharia
Lucia,250673,28,Odontologia
Clara,512123,48,Fisica
Lara,691414,23,Medicina
Celia,802534,66,Medicina
Lucas,191194,31,Matematica
Julia,964799,68,Matematica
Celia,101420,48,Administracao
Tiago,527465,53,Fisica
Lucia,235322,81,Letras
Lucia,262833,77,Medicina
Maria,348265,68,Medicina
Clara,446270,98,Computacao
Celia,414186,92,Letras
Julia,414675,80,Quimica
Ana,920725,14,Letras
Lara,130021,28,Engenharia
Luisa,205840,70,Odontologia
Ana,106022,12,Matematica
Celia,858411,79,Computacao
Clara,654545,87,Engenharia
Tiago,257176,64,Medicina
Maria,349323,87,Engenharia
Jose,599096,90,Medicina
Rodrigo,398042,17,Quimica
Ana,142692,34,Odontologia
Amanda,602020,98,Engenharia
Lucia,868343,84,Quimica
Tiago,371442,67,Medicina
Lucas,637722,35,Odontologia
Lara,699357,63,Quimica
Jose,852703,75,Letras
Zeca,989346,93,Medicina
Clara,902816,68,Fisica
Jose,545860,19,Letras
Marcos,789752,55,Direito
Rodrigo,686823,19,Computacao
Maria,357424,18,Quimica
Clara,680920,22,Engenharia
Lucas,671396,96,Matematica
Rodrigo,282734,70,Engenharia
Rodrigo,199522,63,Fisica
Marcos,607414,55,Computacao
Jose,117655,29,Administracao
Rodrigo,413628,37,Odontologia
Lara,786208,44,Matematica
Amanda,814889,56,Medicina
Clara,886613,32,Computacao
Clara,320454,83,Odontologia
Lucas,243087,19,Direito
Tiago,364680,13,Quimica
Jose,261939,81,Fisica
Marcos,785741,26,Odontologia
Lucia,195906,73,Medicina
Jose,178036,67,Fisica
Lara,484714,15,Direito
Maria,525330,84,Odontologia
Luisa,845818,42,Quimica
Pedro,993529,79,Computacao
Lucia,534735,81,Direito
Maria,574039,78,Administracao
Lara,299798,10,Matematica
Lucas,663488,40,Odontologia
Julia,147219,71,Administracao
Julia,891611,36,Quimica
Tiago,241707,68,Fisica
Amanda,998532,25,Odontologia
Luisa,302708,72,Direito
Rodrigo,170129,55,Administracao
Amanda,289578,78,Engenharia
Joao,667870,69,Medicina
Joao,672508,58,Letras
Joao,369614,17,Engenharia
Luisa,165825,76,Matematica
Amanda,707686,35,Odontologia
Amanda,872091,71,Quimica
Marcos,989037,33,Administracao
Lucas,276182,38,Engenharia
Tiago,259028,69,Letras
Lucia,702049,64,Medicina
Jose,840688,66,Computacao
Maria,370060,39,Letras
Amanda,137924,94,Computacao
Marcia,466792,25,Matematica
Tiago,372429,85,Medicina
Rodrigo,571573,32,Quimica
Clara,834005,29,Fisica
Marcos,831848,68,Direito
Joao,249662,38,Engenharia
Celia,811608,11,Fisica
Lucas,342197,10,Engenharia
Jose,630212,94,Fisica
Luisa,998406,100,Matematica
Maria,310557,65,Quimica
Lucas,453661,92,Letras
Julia,398932,82,Direito
Celia,105811,51,Medicina
Luisa,320745,98,Letras
Marcia,766650,52,Fisica
Lara,745138,60,Fisica
Julia,337435,44,Direito
Lara,421437,31,Direito
Clara,838747,75,Medicina
Flora,592946,48,Letras
Marcia,307798,63,Quimica
Maria,118082,83,Engenharia
Luisa,436413,41,Computacao
Marcos,229309,42,Letras
Lara,488168,76,Matematica
Joao,480261,73,Matematica
Marcos,480730,25,Quimica
Rodrigo,640351,30,Computacao
Rodrigo,773633,30,Medicina
Luisa,570722,20,Computacao
Flora,319318,21,Direito
Julia,882976,69,Medicina
Maria,725995,72,Medicina
Luisa,786179,35,Matematica
Marcos,689689,86,Engenharia
Maria,156500,50,Medicina
Amanda,926332,80,Administracao
Maria,599605,68,Letras
Celia,179815,62,Computacao
Celia,948955,24,Medicina
Clara,571834,46,Administracao
Lara,936075,66,Matematica
Maria,261520,33,Medicina
Amanda,510579,21,Quimica
Marcia,786630,94,Computacao
Celia,293678,29,Matematica
Celia,625160,99,Fisica
Flora,922496,23,Administracao
Ana,290554,89,Odontologia
Lara,448208,51,Fisica
Lara,911918,80,Matematica
Maria,985747,67,Computacao
Jose,705207,69,Direito
Rodrigo,858794,61,Administracao
Celia,894242,24,Quimica
Lucia,196710,80,Medicina
Jose,438045,91,Engenharia
Lucas,356221,27,Administracao
Tiago,956531,11,Fisica
Maria,586070,52,Medicina
Marcos,572759,68,Administracao
Clara,241585,74,Administracao
Tiago,906298,43,Odontologia
Maria,498571,50,Matematica
Ana,201481,44,Computacao
Jose,915611,42,Medicina
Rodrigo,671227,41,Computacao
Lucia,441937,14,Matematica
Marcia,835286,17,Medicina
Lucia,282907,88,Medicina
Marcos,702393,56,Direito
Zeca,800627,37,Matematica
Amanda,992814,97,Odontologia
Jose,442502,63,Medicina
Lucia,798593,85,Fisica
Lucia,992147,16,Matematica
Maria,489962,77,Matematica
Zeca,364838,14,Odontologia
Zeca,838749,72,Quimica
Jose,892385,43,Computacao
Luis,807277,43,Medicina
Lucas,359538,61,Direito
Ana,115030,66,Computacao
Amanda,630131,14,Administracao
Jose,455273,56,Matematica
Rodrigo,854314,50,Letras
Jose,979416,39,Administracao
Lucas,524905,12,Computacao
Luis,988772,51,Computacao
Luisa,596118,67,Quimica
Tiago,630145,56,Letras
Zeca,268400,48,Odontologia
Julia,433925,19,Engenharia
Lara,952901,35,Computacao
Celia,948018,56,Matematica
Lucia,966725,44,Odontologia
Luisa,108482,10,Direito
Lara,490837,77,Medicina
Lucia,273316,21,Odontologia
Pedro,156180,65,Matematica
Maria,100111,52,Administracao
Ana,660764,46,Engenharia
Marcos,584291,76,Matematica
Lara,497414,54,Letras
Maria,299174,35,Letras
Pedro,309249,14,Computacao
Zeca,957097,46,Computacao
Julia,123221,67,Odontologia
Ana,707049,50,Engenharia
Marcia,352364,45,Administracao
Marcos,485061,98,Medicina
Lara,439652,62,Medicina
Julia,445322,88,Administracao
Tiago,972214,13,Letras
Lucia,718970,94,Matematica
Celia,768539,79,Matematica
Luis,931952,61,Letras
Luisa,965295,100,Fisica
Zeca,213626,61,Odontologia
Amanda,354422,33,Odontologia
Joao,885201,11,Letras
Clara,505145,47,Engenharia
Celia,972875,86,Matematica
Tiago,764463,37,Quimica
Luisa,726950,58,Administracao
Luisa,925350,45,Matematica
Julia,670638,21,Matematica
Lara,263297,74,Direito
Tiago,559251,21,Quimica
Tiago,351140,87,Matematica
Flora,811358,34,Fisica
Lucas,836938,59,Fisica
Rodrigo,631094,80,Fisica
Celia,171173,27,Matematica
Luis,308655,76,Quimica
Luisa,233420,27,Computacao
Lara,688622,95,Odontologia
Julia,380968,92,Quimica
Marcia,978408,48,Medicina
Ana,615597,62,Matematica
Pedro,721741,85,Medicina
Luis,460080,45,Medicina
Joao,318732,23,Fisica
Tiago,590121,14,Engenharia
Marcos,853587,76,Matematica
Clara,494990,66,Medicina
Luisa,422639,47,Odontologia
Marcia,705352,78,Odontologia
Zeca,916265,25,Direito
Lucia,488869,74,Administracao
Lucas,912024,15,Matematica
Pedro,858347,40,Quimica
Zeca,325261,28,Medicina
Lara,214749,46,Letras
Marcia,242518,31,Engenharia
Marcos,362476,48,Letras
Jose,163732,45,Medicina
Lucas,219342,12,Engenharia
Julia,913681,100,Direito
Celia,303798,61,Computacao
Julia,641522,77,Odontologia
Tiago,260053,94,Engenharia
Maria,289695,46,Medicina
Marcia,910216,55,Odontologia
Zeca,405437,89,Direito
Jose,235221,83,Administracao
Amanda,267231,85,Administracao
Celia,717540,76,Computacao
Rodrigo,795543,31,Medicina
Zeca,631006,89,Matematica
Zeca,635301,39,Medicina
Lucia,398563,30,Direito
Lucas,373659,35,Administracao
Luisa,130790,23,Odontologia
Marcia,272000,72,Matematica
Joao,869469,41,Engenharia
Julia,299380,74,Engenharia
Tiago,162539,57,Computacao
Flora,845760,48,Engenharia
Lucas,455786,58,Direito
Joao,840805,50,Direito
Lara,450713,59,Computacao
Lucas,563019,37,Engenharia
Luis,425950,88,Letras
Celia,382942,94,Quimica
Maria,857203,17,Direito
Lucas,226848,40,Fisica
Celia,325984,25,Administracao
Pedro,227851,76,Engenharia
Julia,796945,53,Letras
Julia,446667,41,Computacao
Lara,636219,79,Letras
Marcia,923226,81,Direito
Luis,378157,24,Fisica
Lucas,265393,65,Administracao
Luisa,907372,16,Fisica
Zeca,986147,11,Letras
Jose,895508,62,Matematica
Pedro,249113,95,Matematica
Julia,778612,53,Direito
Lucas,276705,28,Fisica
Ana,334257,36,Odontologia
Lara,780255,26,Medicina
Pedro,313131,22,Matematica
Rodrigo,174668,10,Fisica
Clara,466193,35,Direito
Ana,213376,28,Computacao
Ana,482912,76,Computacao
Luis,986546,37,Fisica
Lara,407288,50,Matematica
Clara,671218,62,Administracao
Julia,938712,46,Fisica
Ana,454324,68,Quimica
Lara,270978,23,Letras
Jose,460195,77,Engenharia
Lara,759036,58,Odontologia
Clara,728265,77,Fisica
Luis,636693,98,Engenharia
Maria,637293,16,Engenharia
Luisa,729187,41,Odontologia
Joao,977399,63,Quimica
Lucia,380564,46,Engenharia
Tiago,246882,54,Computacao
Lara,579273,60,Computacao
Luisa,255267,46,Computacao
Pedro,207827,27,Odontologia
Tiago,375712,44,Matematica
Maria,766651,76,Engenharia
Luisa,121640,22,Administracao
Rodrigo,101167,54,Engenharia
Clara,791736,23,Administracao
Amanda,563774,91,Medicina
Tiago,942992,43,Medicina
Celia,633192,54,Engenharia
Amanda,238074,100,Quimica
Rodrigo,229285,63,Fisica
Joao,979119,86,Medicina
Clara,738450,64,Engenharia
Luisa,544132,21,Computacao
Maria,261826,55,Matematica
Clara,943942,25,Odontologia
Julia,300926,26,Administracao
Pedro,471364,53,Administracao
Luis,854558,22,Administracao
Amanda,589334,17,Medicina
Flora,127507,14,Fisica
Marcos,318914,59,Odontologia
Tiago,747570,54,Quimica
Marcia,322876,48,Fisica
Marcos,331589,44,Medicina
Tiago,724339,75,Fisica
Marcos,257301,79,Odontologia
Luisa,470932,34,Quimica
Clara,891562,58,Quimica
Jose,315570,72,Matematica
Rodrigo,618900,13,Odontologia
Ana,911406,29,Letras
Marcos,911652,100,Computacao
Celia,230218,96,Administracao
Julia,589149,48,Quimica
Lara,898583,60,Administracao
Tiago,756952,50,Matematica
Jose,473755,51,Direito
Jose,572346,16,Fisica
Tiago,445815,54,Computacao
Celia,354106,94,Medicina
Tiago,354573,33,Engenharia
Lucia,432670,41,Fisica
Marcos,656335,61,Computacao
Amanda,191920,15,Letras
Luis,340684,56,Matematica
Celia,255577,17,Direito
Luis,561231,23,Medicina
Rodrigo,731875,82,Medicina
Celia,412172,18,Medicina
Tiago,363772,20,Letras
Lara,578965,33,Letras
Ana,968305,97,Computacao
Pedro,238530,29,Letras
Ana,953512,65,Odontologia
Luis,956918,55,Direito
Rodrigo,685541,78,Odontologia
Lucia,562505,90,Computacao
Lucia,282745,38,Administracao
Tiago,813699,49,Medicina
Flora,624713,51,Matematica
Luis,707366,53,Fisica
Ana,703793,21,Direito
Marcos,465391,87,Letras
Clara,818520,53,Direito
Lucia,961453,61,Letras
Pedro,284107,52,Quimica
Lucia,889409,98,Engenharia
Zeca,960443,46,Matematica
Tiago,394788,91,Engenharia
Julia,534273,10,Administracao
Luis,312817,87,Administracao
Zeca,103677,15,Odontologia
Maria,184934,62,Fisica
Marcia,183236,76,Direito
Joao,188126,85,Letras
Amanda,553910,51,Direito
Jose,159454,42,Engenharia
Joao,761947,63,Direito
Joao,515204,95,Direito
Clara,978433,74,Letras
Luisa,796801,92,Odontologia
Luis,570738,11,Medicina
Lucas,170800,83,Matematica
Luisa,491303,38,Fisica
Julia,986299,40,Computacao
Celia,874457,90,Engenharia
Maria,343540,18,Fisica
Rodrigo,584668,82,Letras
Lara,133071,11,Quimica
Jose,921547,10,Letras
Rodrigo,758089,48,Letras
Julia,885683,59,Computacao
Marcia,466077,59,Medicina
Pedro,568615,74,Quimica
Marcia,700617,77,Direito
Lucas,479393,72,Fisica
Lucas,859641,88,Direito
Lucia,144060,40,Letras
Pedro,650173,31,Letras
Maria,167655,64,Fisica
Rodrigo,957510,31,Odontologia
Pedro,440878,48,Odontologia
Julia,538856,26,Letras
Ana,379615,37,Medicina
Marcos,871691,76,Medicina
Jose,453582,25,Odontologia
Flora,761942,51,Odontologia
Rodrigo,907173,96,Engenharia
Flora,343755,27,Matematica
Zeca,219161,60,Computacao
Marcia,165265,13,Engenharia
Rodrigo,329743,43,Administracao
Joao,114981,65,Fisica
Celia,344763,95,Computacao
Celia,631557,87,Letras
Joao,982815,23,Medicina
Ana,268525,18,Medicina
Joao,491357,96,Fisica
Rodrigo,379063,80,Matematica
Flora,945782,41,Quimica
Lara,591728,77,Medicina
Marcia,731956,61,Odontologia
Celia,266402,63,Quimica
Lara,824095,69,Matematica
Jose,163988,33,Odontologia
Pedro,597167,15,Fisica
Julia,614243,58,Quimica
Flora,678467,86,Engenharia
Julia,633448,81,Medicina
Marcos,764488,55,Computacao
Joao,947072,14,Fisica
Joao,335801,28,Letras
Zeca,457720,12,Odontologia
Marcos,152180,53,Administracao
Pedro,849396,20,Letras
Lucia,533982,73,Odontologia
Marcia,716442,26,Letras
Celia,619372,42,Quimica
Julia,332028,19,Administracao
Clara,500106,27,Letras
Tiago,659315,28,Odontologia
Ana,857442,77,Matematica
Celia,778293,45,Administracao
Celia,482674,40,Odontologia
Lucia,641442,86,Administracao
Clara,772335,100,Odontologia
Lucas,690798,32,Letras
Lucia,438796,49,Direito
Ana,677885,25,Quimica
Luisa,646908,85,Engenharia
Luis,114285,22,Administracao
Celia,462790,48,Letras
Pedro,488783,46,Administracao
Joao,813426,23,Administracao
Luisa,643457,80,Engenharia
Flora,474748,56,Computacao
Amanda,766258,100,Direito
Lucia,305121,87,Direito
Rodrigo,825796,90,Matematica
Clara,346900,97,Direito
Lucia,264979,93,Administracao
Marcia,951539,38,Computacao
Julia,168327,31,Matematica
Lucia,233326,37,Fisica
Lucia,387364,71,Computacao
Jose,656136,13,Odontologia
Lara,334667,79,Letras
Luis,478174,85,Quimica
Celia,426774,96,Fisica
Pedro,969093,86,Engenharia
Rodrigo,611777,64,Administracao
Rodrigo,367252,79,Matematica
Maria,680141,94,Letras
Amanda,439839,45,Direito
Flora,347905,24,Administracao
Marcos,130692,62,Medicina
Joao,936398,10,Engenharia
Marcos,183067,58,Quimica
Marcos,758678,87,Matematica
Rodrigo,827386,48,Medicina
Jose,517166,58,Odontologia
Lucia,586596,83,Direito
Clara,430556,93,Fisica
Julia,116301,76,Computacao
Flora,308561,98,Fisica
Ana,116856,54,Letras
Clara,770654,96,Letras
Amanda,704382,77,Quimica
Julia,354848,25,Computacao
Tiago,191047,80,Matematica
Pedro,902759,82,Administracao
Clara,103938,79,Fisica
Julia,461355,43,Direito
Luis,385074,68,Direito
Jose,937882,74,Computacao
Pedro,846867,82,Letras
Julia,493386,24,Quimica
Pedro,149567,34,Odontologia
Ana,147040,44,Odontologia
Pedro,855737,69,Letras
Zeca,519869,10,Medicina
Luisa,596744,12,Medicina
Jose,912301,99,Odontologia
Maria,424952,40,Medicina
Lara,947250,38,Quimica
Zeca,522080,71,Computacao
Lucas,406464,57,Computacao
Luisa,154959,39,Odontologia
Ana,507613,70,Computacao
Celia,907211,26,Engenharia
Marcos,790993,40,Quimica
Maria,982349,21,Engenharia
Marcia,466430,29,Letras
Pedro,566718,63,Computacao
Marcos,717286,29,Administracao
Lucas,712134,43,Computacao
Jose,647476,99,Computacao
Lucia,561953,92,Direito
Tiago,691697,18,Matematica
Celia,917084,76,Matematica
Ana,769082,72,Matematica
Lucia,501298,35,Matematica
Lara,444676,14,Computacao
Clara,649283,15,Computacao
Pedro,323540,94,Computacao
Ana,618254,31,Engenharia
Celia,228039,70,Computacao
Pedro,642100,51,Letras
Julia,799549,65,Medicina
Marcos,107213,85,Matematica
Clara,203975,86,Quimica
Lara,645710,91,Odontologia
Rodrigo,127098,38,Fisica
Ana,931130,51,Medicina
Flora,318711,31,Engenharia
Julia,559916,64,Direito
Luisa,915865,88,Computacao
Clara,610851,19,Computacao
Zeca,616599,48,Administracao
Flora,647552,51,Administracao
Flora,558473,48,Letras
Celia,913488,80,Administracao
Luisa,225463,14,Quimica
Marcos,972627,20,Fisica
Marcos,148802,15,Engenharia
Luis,429908,87,Quimica
Clara,808155,73,Computacao
Marcia,327243,96,Matematica
Marcos,900432,95,Odontologia
Marcos,496272,67,Quimica
Luisa,119577,73,Medicina
Celia,590028,48,Matematica
Lucas,595863,92,Quimica
Zeca,890214,19,Matematica
Luisa,511078,82,Computacao
Celia,871861,95,Odontologia
Jose,496479,69,Letras
Celia,376458,49,Letras
Clara,764706,36,Computacao
Zeca,787544,38,Quimica
Luisa,587696,69,Engenharia
Lucas,845906,31,Odontologia
Julia,552752,16,Direito
Pedro,475618,42,Matematica
Joao,844873,59,Engenharia
Marcia,364631,76,Odontologia
Jose,447790,34,Quimica
Lucas,716552,77,Computacao
Joao,318527,56,Matematica
Pedro,725442,38,Engenharia
Pedro,327942,51,Administracao
Julia,959030,35,Administracao
Jose,691560,11,Direito
Maria,396141,63,Fisica
Flora,597342,18,Computacao
Clara,873691,35,Letras
Celia,973361,47,Medicina
Flora,961998,56,Administracao
Lara,252461,54,Administracao
Ana,529323,99,Direito
Lara,833206,86,Medicina
Julia,425953,24,Fisica
Lara,565240,66,Medicina
Celia,753595,29,Matematica
Pedro,993380,77,Odontologia
Jose,782076,63,Letras
Pedro,725193,83,Medicina
Luisa,221678,81,Quimica
Lara,773079,85,Quimica
Flora,454317,25,Computacao
Lucas,398920,97,Fisica
Pedro,697171,81,Administracao
Lara,309529,90,Letras
Julia,698870,67,Quimica
Maria,139688,86,Medicina
Tiago,197061,92,Engenharia
Luisa,670000,23,Quimica
Luis,809557,98,Matematica
Luisa,668281,18,Matematica
Clara,543549,91,Quimica
Tiago,783439,31,Quimica
Celia,204301,35,Fisica
Julia,567196,17,Computacao
Jose,686576,18,Computacao
Zeca,645315,52,Administracao
Luisa,586283,44,Odontologia
Flora,916157,85,Letras
Marcia,704610,68,Quimica
Pedro,837902,45,Administracao
Clara,836129,69,Engenharia
Celia,156644,90,Administracao
Rodrigo,210505,57,Odontologia
Celia,123753,29,Administracao
Maria,863500,51,Letras
Clara,591917,87,Letras
Lucas,726832,73,Letras
Luisa,113578,54,Odontologia
Luisa,789896,94,Computacao
Lucia,407153,44,Quimica
Julia,637240,57,Fisica
Tiago,405290,20,Odontologia
Rodrigo,914474,40,Medicina
Rodrigo,981662,16,Engenharia
